시설ID,시도,시군구,품목명,품종,재배면적,시설유형,재배형태,단동/연동 구분,수집일,외부온도,외부습도,외부 일사량,외부풍향,외부풍속,외부강우,강우감지,내부온도,내부습도,내부CO2,내부 일사량,토양EC,토양PH,지온,지습,(양액)총배액,(양액)총급액,(양액)배액PH,(양액)공급PH,(양액)배액EC,(양액)공급EC,(양액)지온,(양액)지습,배기팬작동여부,CO2발생장치작동여부,보광등작동여부,난방기작동상태,난방기작동여부,유동팬작동상태,유동팬작동여부,보온커튼작동상태,보온커튼작동여부,차광커튼작동상태,차광커튼작동여부,우측삼중측창 작동여부,좌측삼중측창 작동여부,우측이중측창 작동여부,좌측이중측창 작동여부,우측일중측창 개도,우측일중측창 온도폭,우측일중측창 설정온도,우측일중측창 작동여부,우측일중측창 작동상태,좌측일중측창 개도,좌측일중측창 온도폭,좌측일중측창 설정온도,좌측일중측창 작동여부,좌측일중측창 작동상태,측창,우측이중천창 작동여부,좌측이중천창 작동여부,우측일중천창 개도,우측일중천창 온도폭,우측일중천창 설정온도,우측일중천창 작동여부,우측일중천창 작동상태,좌측일중천창 개도,좌측일중천창 온도폭,좌측일중천창 설정온도,좌측일중천창 작동여부,좌측일중천창 작동상태,천창,조사일,주차,생장길이,화방높이,줄기직경,엽장,엽폭,엽수,개화군,착과군,열매수,최종화방차수
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 17:00:00,5,,24,,2,,0,14,97,367,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 18:00:00,4,,0,,2,,0,13,97,397,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 19:00:00,4,,0,,2,,0,12,96,422,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 20:00:00,3,,0,,2,,0,12,92,442,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 21:00:00,2,,0,,2,,0,13,91,463,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 22:00:00,1,,0,,3,,0,12,91,477,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-01 23:00:00,0,,0,,3,,0,12,88,489,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 00:00:00,-1,,0,,3,,0,12,88,499,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 01:00:00,-1,,0,,2,,0,12,86,508,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 02:00:00,-2,,0,,2,,0,11,86,515,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 03:00:00,-3,,0,,2,,0,11,86,525,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 04:00:00,-3,,0,,3,,0,11,86,532,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 05:00:00,-4,,0,,3,,0,11,85,538,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 06:00:00,-5,,0,,3,,0,11,85,544,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 07:00:00,-5,,2,,2,,0,11,85,548,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 08:00:00,-5,,54,,2,,0,12,85,554,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 09:00:00,-4,,251,,2,,0,12,87,528,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 10:00:00,-4,,441,,3,,0,14,82,386,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 11:00:00,-3,,581,,3,,0,17,74,298,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 12:00:00,-3,,663,,4,,0,17,68,347,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 13:00:00,-2,,667,,4,,0,19,69,333,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,6,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 14:00:00,-2,,590,,3,,0,20,72,312,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 15:00:00,-2,,454,,3,,0,19,76,253,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 16:00:00,-3,,283,,3,,0,17,84,189,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 17:00:00,-3,,51,,2,,0,12,92,188,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 18:00:00,-4,,0,,1,,0,12,91,240,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 19:00:00,-4,,0,,0,,0,12,91,267,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 20:00:00,-4,,0,,0,,0,12,86,288,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 21:00:00,-4,,0,,1,,1,12,89,312,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 22:00:00,-5,,0,,0,,1,12,88,336,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-02 23:00:00,-5,,0,,1,,0,12,89,358,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 00:00:00,-6,,0,,1,,0,12,87,379,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 01:00:00,-7,,0,,0,,0,11,85,395,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 02:00:00,-7,,0,,0,,0,12,85,412,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 03:00:00,-8,,0,,0,,0,12,84,427,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 04:00:00,-8,,0,,0,,0,11,85,441,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 05:00:00,-9,,0,,0,,0,11,84,455,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 06:00:00,-9,,0,,0,,0,11,84,470,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 07:00:00,-9,,2,,0,,0,12,84,485,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 08:00:00,-8,,62,,0,,0,12,85,499,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 09:00:00,-5,,258,,1,,0,12,89,500,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 10:00:00,-3,,443,,0,,0,15,82,418,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 11:00:00,-1,,582,,0,,0,19,75,330,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,14,,,,,15,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 12:00:00,0,,662,,1,,0,19,70,387,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,23,,,,,10,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 13:00:00,0,,665,,1,,0,19,67,374,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,15,,,,,5,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 14:00:00,2,,588,,1,,0,21,70,345,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 15:00:00,2,,470,,2,,0,21,73,310,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 16:00:00,2,,240,,1,,0,18,85,265,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 17:00:00,1,,77,,1,,0,15,93,245,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 18:00:00,1,,0,,0,,0,12,96,279,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 19:00:00,0,,0,,1,,0,12,91,304,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 20:00:00,0,,0,,0,,0,13,90,332,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 21:00:00,1,,0,,1,,0,13,93,357,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 22:00:00,0,,0,,0,,1,12,92,379,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-03 23:00:00,0,,0,,0,,1,11,92,395,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,2021-02-03,19주차,1,13,8,34,27,17,4,9,111,10
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 00:00:00,0,,0,,1,,0,13,88,416,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 01:00:00,1,,0,,2,,1,12,91,436,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 02:00:00,1,,0,,2,,1,12,92,453,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 03:00:00,-1,,0,,2,,0,13,88,467,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 04:00:00,-3,,0,,1,,0,12,89,482,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 05:00:00,-4,,0,,1,,0,13,85,496,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 06:00:00,-5,,0,,1,,0,11,87,511,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 07:00:00,-6,,2,,1,,0,12,85,523,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 08:00:00,-5,,80,,0,,0,12,86,533,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 09:00:00,-4,,291,,1,,0,12,87,507,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 10:00:00,-3,,452,,1,,0,15,83,379,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 11:00:00,-2,,581,,1,,0,17,77,267,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,15,,,,,5,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 12:00:00,-2,,665,,2,,0,17,68,351,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,11,,,,,1,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 13:00:00,-1,,684,,2,,0,18,67,365,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,1,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 14:00:00,0,,622,,2,,0,20,69,351,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,5,,,,,7,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 15:00:00,0,,498,,1,,0,20,68,341,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,6,,,,,16,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 16:00:00,0,,277,,1,,0,19,83,287,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 17:00:00,0,,90,,0,,0,14,91,262,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 18:00:00,-1,,0,,0,,0,12,95,287,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 19:00:00,-2,,0,,0,,0,11,92,312,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 20:00:00,-3,,0,,0,,0,10,88,335,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 21:00:00,-3,,0,,0,,0,11,86,352,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 22:00:00,-4,,0,,0,,0,11,85,371,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-04 23:00:00,-5,,0,,0,,0,10,87,389,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 00:00:00,-5,,0,,0,,0,11,85,408,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 01:00:00,-4,,0,,0,,0,10,89,424,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 02:00:00,-4,,0,,0,,0,11,88,443,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 03:00:00,-4,,0,,0,,0,11,86,457,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 04:00:00,-5,,0,,0,,0,11,87,471,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 05:00:00,-4,,0,,0,,0,11,87,485,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 06:00:00,-3,,0,,0,,0,11,86,500,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 07:00:00,-3,,2,,0,,0,11,88,513,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 08:00:00,-2,,74,,0,,0,11,89,527,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 09:00:00,0,,234,,1,,0,11,89,509,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 10:00:00,0,,313,,0,,0,15,87,376,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 11:00:00,2,,465,,0,,0,18,81,329,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,10,,,,,17,,,,,,,,,,,,,,
PF_0020738_01,경기도,평택시,방울토마토,,"8,910",비닐,수경,연동,2021-02-05 12:00:00,4,,560,,0,,0,19,72,390,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,0,,,0,0,,,,17,,,,,32,,,,,,,,,,,,,,
